,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize
13895,0,1,165,1,0,3,9,0,0
13896,0,2,131,1,0,0,8,6,7
13897,2,0,110,1,1,3,2,0,4
13898,0,0,71,2,0,0,8,0,4
13899,0,2,71,1,0,0,8,0,4
13900,0,2,165,2,0,6,8,4,4
13901,0,2,52,3,1,0,8,0,3
13903,0,2,164,1,0,6,7,1,1
13905,0,3,11,1,0,0,8,4,2
13906,0,3,164,1,0,3,3,2,2
13907,0,2,55,3,1,0,8,0,1
13908,0,0,165,1,0,0,8,2,0
13909,0,2,53,1,0,3,8,6,4
13910,0,3,132,1,0,3,6,0,1
13911,0,0,150,1,0,3,6,6,2
13912,0,0,164,1,0,6,3,2,7
13913,2,3,150,2,0,6,10,6,4
13916,0,3,82,1,1,3,8,1,3
13919,0,2,149,1,0,3,6,0,6
13920,0,2,161,1,0,0,8,0,1
13921,1,2,53,1,0,3,6,6,6
13923,0,3,166,1,0,4,8,4,3
13925,0,2,53,1,0,3,6,6,0
13926,0,2,165,1,0,6,7,6,2
13927,0,0,71,1,0,0,6,6,4
13928,0,2,57,2,0,6,6,0,2
13929,0,2,57,1,0,3,8,6,4
13931,1,1,115,1,0,0,6,2,3
13932,0,2,165,1,0,0,6,0,1
13933,0,0,145,1,0,0,8,0,6
13934,0,2,75,1,0,0,8,0,0
13935,0,3,165,1,0,3,4,0,2
13936,0,2,164,3,0,3,8,3,4
13937,0,3,165,1,0,6,9,0,1
13938,0,2,115,1,0,0,8,0,7
13940,0,2,71,1,0,0,8,0,3
13941,0,3,125,1,0,3,8,5,4
13942,2,2,57,2,0,0,7,6,3
13943,0,2,165,1,0,6,9,4,4
13944,0,3,159,1,0,0,8,0,0
13945,0,3,164,1,0,0,13,3,6
13946,0,2,71,2,0,3,8,6,9
13948,0,2,165,1,0,0,8,6,9
13951,0,3,71,2,0,0,8,5,4
13953,0,2,102,1,0,6,8,0,4
13954,1,0,43,3,1,3,13,0,1
13955,0,3,159,2,0,0,8,6,4
13957,0,0,29,1,0,0,4,6,3
13958,0,2,141,1,0,0,8,6,1
13959,0,2,71,1,0,0,8,6,3
13961,0,3,33,1,0,0,8,3,2
13963,0,3,165,1,0,0,6,0,7
13965,0,3,125,2,0,0,8,6,3
13966,0,3,141,2,0,3,13,5,4
13968,0,2,67,1,0,0,6,6,3
13969,0,2,53,3,0,3,8,6,4
13970,1,0,145,1,0,0,4,6,4
13971,0,2,165,1,0,6,9,0,3
13972,0,2,108,1,0,6,8,6,4
13974,0,0,164,1,0,0,5,0,0
13975,1,3,12,1,0,3,8,6,0
13978,0,0,75,1,0,3,11,0,6
13979,0,2,33,1,0,0,8,0,4
13980,1,2,117,1,0,3,0,6,0
13982,0,3,33,1,0,6,8,0,5
13983,2,3,165,2,1,6,8,6,2
13984,1,2,132,1,0,3,4,0,4
13985,0,2,76,1,0,0,8,0,4
13986,0,2,33,1,0,6,7,0,7
13987,1,2,57,2,0,0,4,0,2
13990,0,2,145,1,0,0,8,6,1
13992,0,2,57,1,0,0,8,6,3
13993,0,1,9,1,0,6,8,1,3
13994,0,2,165,1,0,0,8,6,3
13995,0,2,57,1,0,4,7,0,6
13996,0,0,91,1,0,0,8,6,4
13997,0,3,77,1,0,0,7,3,1
13998,0,3,57,1,0,6,8,6,4
13999,0,0,132,1,0,0,7,0,9
14000,0,0,165,1,0,0,8,6,2
14001,0,0,165,1,0,0,8,2,4
14002,0,3,165,1,0,0,11,0,2
14003,0,2,165,1,0,3,8,6,0
14005,1,2,165,1,0,3,4,4,0
14008,0,2,29,1,0,0,8,0,3
14009,0,2,57,1,0,1,6,0,2
14010,0,3,162,1,0,6,8,4,3
14011,0,3,33,1,0,0,6,0,1
14013,0,3,57,1,0,0,11,3,1
14014,0,1,159,1,0,0,2,5,7
14015,0,3,57,1,0,3,8,0,3
14016,2,2,165,1,1,6,8,6,8
14017,0,0,165,1,0,1,2,6,4
14018,0,0,57,1,0,3,8,0,1
14019,0,2,165,1,0,3,9,0,4
14020,0,3,47,2,0,0,8,4,1
14021,3,2,165,1,0,6,7,4,4
14022,0,0,12,1,0,4,8,4,1
14023,0,2,105,1,0,3,11,6,2
14024,0,0,75,1,0,0,8,6,4
14025,1,2,165,1,0,0,8,0,2
14026,0,2,150,1,0,0,8,0,0
14028,0,1,77,1,0,6,0,0,1
14029,0,2,53,3,1,0,8,6,5
14030,0,0,132,1,0,3,8,6,3
14031,0,0,165,1,0,0,4,0,9
14032,0,2,165,2,1,0,6,6,1
14033,0,3,47,1,0,0,8,0,1
14034,1,1,165,1,0,1,3,0,2
14035,0,2,33,1,0,0,8,0,4
14036,0,2,149,2,0,0,8,0,9
14037,0,2,110,1,0,3,12,4,2
14038,0,2,165,1,0,0,9,0,0
14041,0,2,149,1,0,3,6,6,5
14042,0,0,165,1,0,3,8,3,4
14045,0,3,53,3,1,4,8,5,1
14046,0,2,165,1,0,0,8,0,4
14047,1,2,169,2,0,0,7,4,6
14048,0,2,164,1,0,0,8,0,1
14049,0,2,165,1,0,0,7,6,4
14050,0,0,33,2,0,0,8,0,4
14051,0,2,165,1,0,3,8,0,2
14053,0,2,165,1,0,0,5,6,3
14055,0,2,53,3,1,3,8,6,5
14056,0,3,145,1,0,6,7,6,3
14057,0,0,164,1,0,0,8,6,4
14058,0,3,57,1,0,6,8,3,7
14059,0,2,164,1,0,1,3,0,3
14062,0,2,165,1,0,0,12,0,3
14068,0,0,165,1,0,0,2,0,4
14071,1,3,165,1,0,0,15,6,0
14073,0,3,165,1,0,0,11,4,3
14074,0,2,27,3,0,0,7,6,3
14077,0,0,12,1,0,3,6,6,7
14078,2,3,57,3,1,0,8,0,4
14079,2,2,57,1,0,6,7,6,4
14080,2,0,53,2,1,4,11,6,3
14081,0,3,71,3,0,0,8,0,8
14084,0,2,165,1,0,6,7,0,3
14085,0,2,125,3,0,3,6,6,8
14086,0,0,57,1,0,3,8,6,4
14088,0,0,27,1,0,6,11,2,1
14089,0,0,150,3,0,6,7,6,1
14090,0,2,33,1,0,3,3,3,1
14091,0,0,53,1,0,3,8,1,7
14092,0,2,165,1,0,0,7,6,4
14093,1,1,33,1,0,0,8,0,6
14094,2,0,101,3,1,6,7,0,1
14095,0,2,94,1,0,3,8,6,3
14097,0,0,103,2,0,0,8,1,7
14098,0,2,165,1,0,0,8,6,2
14099,0,2,12,1,0,3,8,6,3
14100,0,3,146,1,0,0,8,0,3
14102,0,3,164,1,0,6,7,0,4
14103,0,3,94,1,0,0,8,0,3
14105,0,3,165,1,0,6,10,2,7
14106,0,2,165,1,0,6,3,0,3
14107,0,2,145,1,0,3,7,0,4
14108,0,2,57,1,0,4,8,0,4
14109,1,2,53,1,0,3,14,0,3
14110,0,1,165,2,0,3,7,2,6
14112,0,1,57,1,0,3,11,6,4
14113,0,2,33,1,0,0,6,6,3
14114,0,2,71,1,0,0,8,6,0
14115,0,1,164,1,0,3,8,0,7
14116,0,2,132,1,0,0,8,6,2
14118,2,2,57,2,1,6,8,4,3
14119,0,3,150,1,0,1,8,0,2
14120,0,2,165,1,0,6,4,0,4
14122,0,2,101,2,1,0,8,0,1
14123,0,3,165,1,0,0,6,2,7
14124,0,0,150,1,0,0,11,0,7
14125,0,3,150,1,0,3,8,6,9
14127,0,3,33,1,0,0,8,6,1
14128,0,0,165,1,0,0,7,2,0
14129,0,3,165,1,0,6,7,3,4
14130,0,0,165,1,0,0,8,0,0
14131,0,2,33,1,0,0,6,0,1
14133,0,2,101,2,0,0,8,6,3
14134,0,2,33,1,0,6,7,0,3
14135,1,0,43,3,0,0,13,0,1
14138,0,3,132,1,0,6,8,0,4
14139,2,2,164,2,0,6,8,6,7
14141,0,0,165,1,0,3,8,2,7
14142,0,0,77,1,0,3,13,0,7
14143,0,3,144,1,0,0,9,6,3
14144,0,2,75,2,0,0,8,6,4
14146,0,0,76,1,0,0,8,0,2
14147,0,2,71,1,0,3,8,0,5
14148,0,2,165,1,0,3,2,0,3
14149,0,0,33,1,0,6,7,0,2
14150,0,0,165,1,0,3,8,6,5
14154,0,0,162,1,0,6,8,6,2
14156,0,0,40,2,0,1,8,0,1
14157,0,0,24,1,0,0,7,3,3
14158,0,2,164,1,0,0,8,0,1
14159,0,2,125,3,0,0,8,0,2
14161,0,2,33,1,0,0,8,6,6
14162,0,3,165,1,0,1,13,0,3
14165,0,0,45,1,0,0,8,4,6
14167,0,1,165,1,0,0,6,6,2
14168,1,3,165,1,0,1,3,0,2
14169,0,3,164,1,0,1,3,6,0
14170,0,2,165,1,0,0,12,4,4
14172,0,0,165,1,0,0,8,4,1
14173,0,2,27,1,0,0,7,0,4
14174,0,2,165,1,0,0,8,0,6
14175,0,2,165,1,0,3,3,0,3
14176,1,2,101,1,0,3,13,6,3
14177,0,2,131,1,0,6,8,0,4
14182,2,2,165,1,1,6,10,6,2
14183,0,0,41,1,0,0,8,4,7
14184,0,0,66,1,0,3,8,3,7
14185,0,2,12,2,1,0,8,6,4
14186,0,2,53,1,0,3,7,6,4
14188,1,0,149,1,0,0,5,0,1
14189,0,3,165,1,0,6,9,0,3
14190,0,2,165,1,0,0,8,2,3
14191,0,2,165,1,0,0,4,2,4
14192,1,3,165,1,0,1,4,5,2
14194,1,2,53,1,0,1,2,4,3
14195,1,0,165,1,0,6,2,6,3
14196,0,0,165,1,0,4,13,0,3
14197,0,0,165,1,0,0,2,4,3
14200,0,2,165,1,0,3,3,0,2
14201,0,1,165,1,0,6,8,3,0
14202,0,2,57,1,0,3,8,4,2
14203,1,0,165,1,0,1,3,0,4
14204,0,2,165,1,0,0,8,0,5
14206,0,3,165,1,0,6,8,2,7
14208,0,1,33,1,0,0,8,2,7
14209,0,2,159,1,0,1,3,1,6
14210,0,2,27,2,0,6,12,0,4
14211,0,2,165,1,0,3,6,0,3
14212,0,2,165,1,0,6,7,0,4
14213,1,1,165,1,0,1,8,0,5
14214,0,3,71,1,0,0,6,2,2
14215,0,2,165,1,0,3,8,0,3
14216,0,3,165,1,0,3,8,2,4
14218,0,0,165,1,0,0,8,0,2
14219,0,3,57,1,0,6,8,0,4
14220,0,3,165,1,0,4,1,4,4
14221,0,2,165,1,0,0,0,2,4
14222,0,2,149,1,0,6,7,3,4
14223,1,0,77,2,0,3,4,0,8
14224,0,3,33,1,0,6,8,2,3
14225,0,0,164,1,0,0,8,0,7
14227,0,3,164,1,0,6,3,0,7
14228,0,2,165,1,0,0,8,0,3
14229,0,2,159,1,0,0,4,0,1
14231,1,2,165,1,0,3,12,0,1
14232,0,0,125,1,0,3,8,2,2
14233,0,2,71,1,0,3,8,0,2
14235,0,0,15,1,0,0,8,2,1
14236,0,1,9,3,0,6,8,6,7
14237,0,3,165,1,0,0,7,4,7
14238,0,3,165,1,0,6,11,4,3
14239,1,3,165,1,0,0,6,0,2
14240,0,3,165,2,1,6,8,6,8
14242,0,0,164,1,0,0,2,2,1
14244,1,0,75,1,0,6,4,2,2
14246,0,1,165,1,0,0,8,6,4
14247,0,1,57,1,0,3,0,4,3
14248,0,2,44,1,0,0,8,0,0
14249,1,3,165,1,0,1,3,0,0
14251,0,3,165,1,0,0,13,4,4
14252,0,0,33,1,0,0,8,0,2
14254,0,1,165,1,0,3,9,4,4
14255,0,0,33,1,0,0,5,0,4
14256,0,2,52,1,0,3,8,0,7
14258,0,2,33,1,0,6,8,0,6
14260,0,0,165,1,0,0,6,0,4
14261,0,2,165,3,0,0,8,0,6
14262,0,2,165,1,0,1,13,0,3
14264,0,0,27,1,0,0,6,2,4
14265,0,3,165,1,0,6,8,6,2
14266,0,3,165,1,0,0,7,6,1
14267,0,2,110,1,0,0,8,4,4
14268,0,0,165,1,0,6,8,5,0
14270,0,2,165,1,0,3,2,3,4
14271,0,0,165,1,0,0,8,6,8
14272,0,3,165,1,0,6,8,6,1
14273,0,3,143,1,0,0,7,6,0
14274,1,2,145,1,0,0,14,4,2
14276,0,1,53,1,0,3,8,6,5
14277,0,3,145,1,0,0,8,0,5
14278,0,3,33,1,0,0,8,2,7
14279,0,2,165,1,0,0,8,6,8
14280,1,2,53,1,0,3,13,6,3
14282,0,2,125,1,0,3,8,3,4
14285,0,3,165,1,0,6,8,5,4
14286,0,2,101,1,0,0,7,6,3
14287,0,3,57,1,0,3,11,6,3
14289,0,2,33,1,0,0,8,0,3
14290,1,3,165,1,0,3,2,0,9
14292,0,2,165,1,0,3,5,0,5
14293,0,2,145,1,0,0,8,6,3
14294,0,1,165,1,0,0,8,0,2
14296,0,2,165,1,0,3,9,6,0
14300,0,2,165,1,0,0,8,0,0
14301,0,2,47,2,1,6,8,0,3
14302,0,2,44,2,1,6,8,0,2
14304,0,2,125,1,0,0,2,0,5
14306,2,2,165,3,0,6,7,6,6
14307,0,3,165,1,0,6,3,0,2
14309,0,1,165,1,0,0,8,4,4
14310,0,0,165,1,0,0,6,6,2
14311,0,3,165,1,0,0,8,6,3
14313,0,3,110,1,0,6,8,6,0
14315,0,2,165,1,0,3,14,6,6
14318,1,0,165,1,0,0,8,0,2
14320,0,2,52,1,0,0,11,6,1
14322,0,3,165,1,0,6,7,2,7
14324,2,0,165,2,0,0,3,0,8
14325,0,0,33,1,0,0,13,4,3
14326,0,2,164,1,0,0,8,0,4
14327,0,3,165,3,0,1,8,0,3
14328,0,0,165,1,0,0,8,0,0
14329,1,2,71,1,0,0,8,6,2
14330,0,2,44,1,0,0,8,6,0
14333,1,3,165,1,0,1,3,0,0
14335,0,3,165,1,0,0,15,2,7
14336,0,2,33,1,0,6,7,0,3
14337,0,2,125,1,0,3,6,0,6
14339,0,2,125,2,1,6,3,0,7
14340,0,2,57,0,0,3,13,0,3
14341,0,3,164,1,0,3,3,6,3
14343,0,0,101,1,0,0,8,0,4
14344,1,1,165,1,0,1,3,0,2
14345,0,2,90,1,0,3,8,6,0
14346,0,2,75,1,0,0,8,6,0
14348,0,2,165,1,0,0,6,3,5
14351,0,2,165,1,0,1,13,4,4
14352,0,2,143,1,0,0,8,6,4
14353,0,2,18,1,0,3,0,4,4
14355,0,0,165,1,0,0,8,0,7
14356,0,2,165,1,0,0,8,0,0
14357,0,2,165,1,0,0,9,6,3
14358,0,2,50,1,0,6,8,5,4
14359,0,2,165,1,0,3,8,6,3
14361,0,0,18,1,0,3,5,6,5
14362,0,3,71,2,0,0,8,1,5
14363,0,3,165,1,0,0,6,2,0
14364,1,2,76,1,0,3,6,1,7
14365,0,2,113,1,0,6,8,2,4
14366,0,0,165,1,0,0,8,6,0
14367,0,3,165,1,0,0,8,4,0
14368,0,2,165,1,0,0,8,0,5
14369,0,0,33,1,0,0,8,6,4
14370,0,3,132,1,0,3,4,0,4
14371,0,2,164,1,0,0,3,0,1
14372,0,2,33,1,0,0,8,0,2
14373,1,3,165,1,0,1,13,0,2
14374,0,2,165,1,0,0,7,0,3
14375,0,3,27,1,0,0,8,0,6
14378,0,0,27,1,0,6,7,6,2
14379,0,2,165,1,0,3,8,0,3
14382,0,0,165,1,0,0,13,6,3
14384,0,0,165,1,0,0,6,6,8
14385,1,3,165,1,0,3,12,6,2
14386,0,0,164,1,0,6,3,3,4
14387,1,2,101,2,0,6,11,0,2
14390,0,0,9,1,0,3,8,5,3
14391,0,2,145,1,0,3,8,6,4
14393,0,2,131,1,0,3,8,0,2
14394,0,0,165,1,0,0,15,1,3
14395,0,2,164,1,0,6,8,6,3
14396,0,2,131,3,0,6,8,0,2
14397,0,0,165,1,0,0,11,4,5
14398,0,2,165,1,0,0,8,0,4
14399,0,2,165,1,0,3,8,0,6
14401,3,3,44,1,0,3,6,0,5
14404,0,0,165,1,0,0,8,6,2
14405,0,1,165,1,0,0,8,4,3
14406,0,2,165,1,0,0,8,6,3
14407,0,3,145,3,1,4,8,3,1
14409,0,2,57,1,0,6,8,6,7
14410,0,2,131,1,0,1,0,0,5
14413,0,1,165,1,0,0,8,0,3
14414,1,3,132,1,0,6,7,0,3
14415,0,3,82,1,0,0,7,2,1
14416,2,2,165,2,1,6,8,0,2
14417,2,2,165,3,0,6,0,0,4
14420,0,2,75,1,0,3,8,0,7
14422,0,2,164,1,0,1,3,0,2
14426,0,2,165,1,0,0,8,1,4
14427,0,0,110,1,0,0,8,0,4
14430,0,2,165,1,0,0,13,6,0
14432,0,2,164,2,0,6,8,6,2
14434,0,0,162,1,0,3,5,0,1
14435,0,2,164,2,0,6,8,6,2
14436,0,2,137,1,0,3,8,0,4
14437,1,0,165,1,0,0,8,0,3
14438,3,2,165,1,0,0,4,6,4
14439,0,0,27,3,0,3,7,6,6
14440,1,3,165,1,0,1,13,0,5
14444,0,1,2,1,0,0,6,0,7
14445,0,3,27,1,0,0,6,6,3
14446,0,2,164,1,0,0,8,0,4
14447,0,2,68,1,0,3,8,0,2
14448,0,2,33,1,0,0,7,6,6
14449,0,0,60,1,0,0,8,0,2
14450,0,3,165,1,0,0,8,4,8
14451,0,1,15,3,0,3,7,2,1
14452,0,2,165,1,0,6,10,4,1
14453,0,0,33,1,0,6,15,0,2
14454,0,3,165,1,0,0,4,0,4
14455,0,2,165,1,0,0,8,0,3
14459,0,2,17,2,0,0,7,1,2
14461,0,2,165,1,0,3,8,4,2
14462,0,2,57,1,0,0,8,0,0
14463,0,2,165,1,0,0,8,0,8
14465,0,2,165,1,0,3,8,6,3
14466,3,0,165,1,1,0,8,6,0
14467,0,2,44,1,0,6,8,0,2
14468,0,2,12,1,0,0,3,6,3
14469,0,3,33,1,0,0,8,0,7
14470,3,1,165,1,0,0,0,5,2
14471,0,2,53,1,0,3,8,6,2
14472,0,2,165,1,0,0,13,6,4
14473,0,3,57,1,0,0,8,0,1
14475,0,3,110,1,0,3,8,6,4
14477,0,2,165,1,0,3,0,2,4
14478,0,3,165,1,1,0,5,4,7
14480,0,0,9,1,0,4,7,0,3
14481,0,0,27,3,0,3,8,6,4
14483,0,2,33,1,0,4,8,6,0
14484,0,0,38,1,0,0,8,6,7
14485,0,2,33,1,0,0,8,0,0
14486,0,2,165,1,0,0,5,6,7
14488,0,3,27,3,0,0,8,0,5
14489,0,2,105,2,0,3,8,2,8
14490,0,2,132,1,0,6,14,2,7
14491,0,2,165,1,0,0,8,0,2
14492,0,3,33,1,0,0,8,6,3
14493,0,3,166,1,0,0,8,0,3
14494,0,2,165,1,0,0,4,0,4
14495,0,3,73,3,0,3,13,0,7
14497,0,3,74,3,1,0,3,4,1
14500,0,1,33,1,0,0,6,0,3
14501,0,2,33,1,0,0,8,0,3
14502,3,3,164,1,0,3,3,0,0
14504,0,3,150,2,0,3,3,6,3
14505,0,2,165,1,0,0,8,4,0
14506,2,2,33,3,1,0,9,6,0
14507,0,0,29,1,0,0,15,0,4
14508,1,0,149,1,0,3,3,0,2
14509,0,2,87,1,0,3,8,0,1
14510,0,2,125,3,0,0,11,0,0
14512,0,0,165,1,0,6,8,0,0
14513,0,0,43,1,0,3,13,0,0
14514,0,3,33,1,0,6,8,0,3
14515,0,2,27,1,0,0,8,6,6
14516,0,2,165,1,0,3,3,0,1
14517,0,2,57,1,0,0,8,6,0
14518,0,0,33,1,0,0,8,0,3
14519,0,2,165,1,0,0,1,0,8
14521,1,2,53,1,0,3,6,6,1
14522,0,3,164,1,0,3,7,0,1
14523,0,3,165,1,0,0,8,1,7
14524,0,2,33,1,0,6,7,0,3
14525,3,0,165,1,0,0,1,0,3
14526,0,0,165,1,0,0,8,0,6
14528,0,0,110,1,0,0,8,6,3
14529,0,2,165,1,0,0,6,0,2
14530,3,3,165,1,0,0,5,6,0
14531,0,1,77,1,0,3,8,6,1
14532,0,3,60,1,0,3,6,5,5
14533,0,3,33,1,0,0,8,3,6
14535,0,2,38,1,0,0,8,1,7
14538,1,2,52,1,0,3,8,0,0
14540,0,3,33,1,0,3,6,0,3
14541,0,0,165,1,0,0,11,2,6
14542,0,0,165,1,0,0,15,3,4
14544,0,3,149,1,0,0,8,0,2
14545,3,3,165,1,0,0,2,5,4
14546,0,3,165,1,0,0,2,2,7
14547,0,3,165,1,0,0,4,0,2
14549,1,3,164,1,0,3,4,2,2
14550,0,2,11,1,0,0,7,0,4
14551,0,3,57,1,0,3,6,0,3
14552,0,3,165,3,0,0,8,6,0
14554,3,3,165,1,0,0,8,2,2
14555,0,3,33,1,0,6,7,0,4
14556,0,3,60,2,0,0,8,6,7
14557,1,2,164,2,0,6,4,0,2
14558,1,3,165,2,0,3,14,5,5
14561,0,2,164,1,0,3,7,6,3
14562,0,2,149,1,0,6,8,0,3
14563,0,2,165,1,0,0,15,2,4
14565,0,1,57,1,0,6,7,0,5
14566,1,2,33,1,0,0,13,3,3
14567,0,0,165,1,0,0,8,2,0
14569,0,3,165,1,0,0,8,4,7
14570,0,1,165,1,0,6,6,2,2
14572,0,3,165,1,0,3,8,0,0
14573,0,3,164,1,0,6,10,6,7
14575,0,3,165,1,0,0,12,2,2
14576,0,2,165,1,0,0,6,6,2
14577,0,0,29,3,0,6,8,0,6
14578,3,3,110,1,0,1,13,4,0
14579,0,3,165,1,0,6,8,6,0
14580,0,2,165,1,0,0,8,4,1
14581,0,2,165,1,0,6,11,3,1
14583,0,2,165,2,0,3,11,6,0
14586,0,3,132,1,0,3,7,6,9
14588,0,2,33,2,0,0,10,6,8
14590,0,2,122,2,0,0,6,6,1
14591,0,0,165,1,0,1,3,6,3
14592,0,2,33,1,0,0,8,0,3
14593,0,3,165,1,0,0,15,0,6
14594,0,0,165,1,0,3,13,0,3
14595,0,1,164,1,0,0,8,6,4
14596,0,2,57,1,0,0,8,6,2
14597,0,2,164,1,0,0,8,0,7
14598,1,2,164,1,0,6,7,6,5
14602,0,2,165,1,0,3,8,0,5
14603,0,0,165,1,0,0,5,0,0
14604,0,3,165,1,0,3,7,6,1
14605,2,2,165,1,1,0,2,2,7
14606,1,3,11,1,0,3,8,6,9
14609,1,2,165,2,0,0,3,0,9
14611,0,2,165,1,0,0,8,0,3
14613,0,3,29,1,0,3,7,0,3
14615,2,3,165,2,1,6,8,0,0
14616,0,0,164,1,0,0,8,0,3
14617,0,2,33,1,0,0,8,6,6
14618,1,2,165,1,0,0,12,0,3
14619,0,3,132,1,0,6,7,1,4
14620,0,0,165,1,0,0,8,0,6
14621,3,2,73,1,1,3,8,2,7
14623,0,3,165,1,0,0,8,6,8
14624,0,0,165,1,0,0,8,6,0
14625,0,3,165,1,0,0,8,4,0
14626,0,2,33,1,0,3,13,0,7
14627,0,0,57,1,0,3,8,6,0
14628,0,0,165,1,0,4,8,4,2
14630,0,3,164,2,0,0,8,6,6
14631,0,0,164,1,0,0,8,6,2
14633,0,0,113,1,0,6,8,3,1
14635,0,2,165,1,0,3,8,6,2
14636,1,2,164,1,0,6,4,0,4
14637,0,3,165,2,0,3,11,0,4
14638,0,0,165,1,0,0,8,0,1
14639,2,3,110,2,1,6,6,1,3
14640,0,0,165,1,0,0,8,0,8
14641,0,3,27,1,0,0,8,2,0
14642,0,3,165,1,0,0,13,4,7
14644,0,0,165,1,0,0,8,6,7
14645,1,2,117,1,0,3,0,0,2
14646,0,3,165,1,0,3,13,0,2
14647,3,1,140,1,0,3,8,0,3
14648,0,3,164,1,0,0,6,0,2
14649,2,2,165,2,1,0,8,2,8
14650,1,0,165,1,0,3,5,0,4
14651,0,2,57,1,0,3,6,0,6
14652,2,2,165,1,0,0,0,2,3
14653,0,2,165,1,0,0,8,2,4
14655,1,2,165,1,0,0,11,0,3
14656,0,3,165,1,0,6,8,0,7
14658,0,2,165,1,0,0,8,4,4
14659,0,3,115,1,0,0,8,5,6
14660,0,0,164,1,0,0,8,6,3
14663,0,2,29,1,0,0,8,0,3
14664,0,2,33,1,0,0,8,0,3
14665,0,3,165,1,0,3,4,6,2
14666,0,0,2,3,0,6,7,0,1
14668,0,2,165,1,0,0,6,6,3
14669,0,0,131,3,0,0,7,6,6
14670,0,2,125,1,0,0,7,0,0
14671,0,0,57,1,0,3,8,6,6
14672,2,0,113,2,1,6,8,6,3
14673,0,2,165,1,0,0,8,6,9
14676,0,3,164,1,0,0,8,0,2
14677,0,2,101,1,0,3,8,0,0
14680,0,0,165,1,0,3,8,4,0
14681,1,3,132,1,1,3,3,2,4
14682,0,1,165,1,0,3,8,6,3
14684,0,3,165,1,0,3,3,2,3
14685,0,2,165,1,0,0,6,0,4
14687,0,2,165,1,0,0,8,0,3
14688,0,2,33,1,0,0,11,6,4
14689,0,2,165,1,0,0,8,0,3
14693,0,2,164,1,0,0,8,6,4
14694,0,2,57,1,0,3,13,6,4
14695,0,3,165,1,0,3,3,0,3
14696,0,2,125,2,1,6,13,4,7
14697,0,2,149,1,0,6,7,4,3
14698,0,2,57,1,0,6,10,6,3
14699,0,2,137,1,0,0,12,0,4
14700,0,2,162,1,0,0,6,0,7
14701,0,3,165,1,0,3,5,2,2
14702,0,2,165,1,0,3,5,0,5
14703,0,0,52,1,0,3,3,0,3
14704,0,2,137,2,0,6,8,6,0
14705,0,0,125,3,1,6,13,0,2
14706,1,2,165,1,0,6,11,2,5
14707,0,0,125,1,0,3,8,4,2
14711,0,0,159,1,0,0,6,6,3
14713,0,2,165,1,0,0,8,6,0
14715,0,2,113,1,0,0,8,6,3
14717,0,2,165,1,0,0,8,6,6
14720,0,3,53,1,0,1,8,0,7
14721,0,3,53,3,0,3,7,6,7
14722,0,2,165,1,0,0,6,0,2
14724,1,1,165,1,0,0,9,0,3
14725,0,2,165,1,0,3,8,3,7
14727,0,0,165,1,0,0,2,5,3
14728,0,0,165,1,0,0,8,6,0
14729,1,3,57,3,1,3,3,6,6
14730,0,2,33,1,0,0,8,0,3
14731,0,2,165,1,0,3,0,4,5
14732,0,2,165,1,0,3,2,2,3
14734,3,1,33,1,0,6,7,0,4
14735,0,0,165,1,0,0,8,5,3
14737,0,2,165,1,0,0,8,3,3
14738,1,3,125,1,1,0,13,0,2
14741,0,2,33,2,0,3,8,6,3
14742,0,0,94,1,0,0,8,6,4
14743,0,2,113,1,0,3,8,0,4
14744,2,3,159,2,0,6,8,6,8
14745,0,3,165,1,0,0,6,0,3
14746,0,1,165,1,0,0,8,6,4
14747,0,0,165,1,0,0,0,4,3
14748,0,2,125,2,1,6,2,2,7
14749,0,3,165,1,0,0,8,0,2
14750,1,2,165,1,0,6,8,6,0
14751,0,0,11,1,0,0,8,4,7
14752,0,0,165,1,0,0,15,3,3
14753,0,1,150,1,0,1,6,5,0
14754,0,2,33,1,0,0,8,0,6
14755,2,3,165,3,1,6,8,0,3
14756,0,2,165,1,0,0,8,0,6
14757,0,3,165,1,0,0,6,0,6
14758,1,2,165,1,0,0,12,6,0
14760,0,2,165,1,0,0,14,4,6
14763,0,3,165,2,0,0,6,0,5
14765,0,3,165,1,0,6,8,6,3
14766,1,2,165,1,0,0,5,0,6
14767,0,0,165,1,0,0,2,4,6
14769,0,0,164,1,0,0,8,0,2
14770,0,2,113,1,0,0,8,6,7
14771,0,0,165,1,0,1,3,6,4
14772,0,3,57,1,0,0,8,6,1
14773,0,3,113,1,0,0,8,5,4
14774,0,2,165,1,0,0,8,0,2
14775,0,2,165,1,0,0,6,0,5
14776,0,2,57,1,0,3,8,2,4
14780,0,2,164,1,0,0,8,6,6
14782,0,1,165,1,0,1,13,0,2
14783,0,0,165,1,0,0,5,6,6
14785,0,0,45,1,0,0,7,0,3
14786,2,2,33,1,1,6,15,6,2
14787,0,0,33,1,0,0,7,3,6
14788,0,1,165,1,0,0,8,2,1
14789,1,0,76,3,0,6,8,6,2
14790,0,2,57,1,0,1,13,4,3
14791,0,2,165,1,0,0,3,0,6
14792,0,2,117,1,0,0,8,0,7
14793,1,2,165,3,0,6,6,6,4
14795,1,2,125,1,1,6,7,0,1
14796,0,2,165,1,0,1,3,0,3
14797,0,2,149,1,0,3,6,0,1
14798,0,3,165,1,0,0,6,3,1
